Tab;SIGNAL NAME;TEST_VALERE;"PORT ADDRESS 
(in decimal)";"OFFSET 
(number of bits, in decimal)";SIZE ;"TYPE 
(integer, float, boolean)";"Signed/
Unsigned";Sender;Receiver;Description;Type;Test 6 mai 2021;Fait;Configuration V1;Type de message V1;Fréquence pour logger;Testé via;Valeur en permanence sur MVB;Valeurs furtives sur MVB
DDU;DD22_IWheelDiam2;;0x964;32;32;DINT;INTEGER32;orgdd22;orgmpu;Valeur diamètre de roue;;;;;;;;;
DDU;DD22_ISpare_904_64;;0x964;64;32;DWORD;UNSIGNED32;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_IRstErrorCntrTmr;;0x964;96;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des compteurs d'erreurs de la tachymétrie;;;;;;;;;
DDU;DD22_IIncValue;;0x964;97;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Incrémentation de l'iIntervalle de balayage depuis la cabine X ;;;;;;;;;
DDU;DD22_IDecValue;;0x964;98;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Décrémentation de l'iIntervalle de balayage depuis la cabine X ;;;;;;;;;
DDU;DD22_ISandTankFilled;;0x964;99;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'initialisation des niveaux de sablières;;;;;;;;;
DDU;DD22_IInitMeterTank;;0x964;100;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'initialisation des niveaux de graisse;;;;;;;;;
DDU;DD22_ICurrentStatForced;;0x964;101;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Forçage station courante;;;;N;NA;;;;
DDU;DD22_IDestinationStatForcedU1;;0x964;102;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Forçage station de destination;;;;;;;;;
DDU;DD22_IAckWrongModeSelect;;0x964;103;1;BOOL;BOOLEAN1;orgdd22;orgmpu;L'acquittement du défaut de mauvais mode de captage sélectionné;;;;;;;;;
DDU;DD22_ICalibrationAccess;;0x964;104;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Accès calibration DDU;;;;;;;;;
DDU;DD22_ISpeedLimitLight;;0x964;105;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Allumage voyant pupitre 'Vitesse limite';;;;;;;;;
DDU;DD22_ISpare_904_106;;0x964;106;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISetWheelDiam;;0x964;107;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Envoi des diamètres de roue;;;;;;;;;
DDU;DD22_INoRstPCE1U1;;0x964;108;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE1U2;;0x964;109;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE1U3;;0x964;110;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE2U1;;0x964;111;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE2U2;;0x964;112;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE2U3;;0x964;113;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE3U1;;0x964;114;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE3U2;;0x964;115;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE3U3;;0x964;116;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE4U1;;0x964;117;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE4U2;;0x964;118;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE4U3;;0x964;119;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE5U1;;0x964;120;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE5U2;;0x964;121;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE5U3;;0x964;122;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE6U1;;0x964;123;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE6U2;;0x964;124;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE6U3;;0x964;125;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE7U1;;0x964;126;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE7U2;;0x964;127;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE7U3;;0x964;128;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE8U1;;0x964;129;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE8U2;;0x964;130;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_INoRstPCE8U3;;0x964;131;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IResetAlarmTBSU1;;0x964;132;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des alarmes TBS de l'unité X;;;;;;;;;
DDU;DD22_IResetAlarmTBSU2;;0x964;133;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des alarmes TBS de l'unité X;;;;;;;;;
DDU;DD22_IResetAlarmTBSU3;;0x964;134;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des alarmes TBS de l'unité X;;;;;;;;;
DDU;DD22_IResetProtectionTBSU1;;0x964;135;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des protections TBS de l'unité X;;;;;;;;;
DDU;DD22_IResetProtectionTBSU2;;0x964;136;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des protections TBS de l'unité X;;;;;;;;;
DDU;DD22_IResetProtectionTBSU3;;0x964;137;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des protections TBS de l'unité X;;;;;;;;;
DDU;DD22_IRstPCE1U1;;0x964;138;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE1U2;;0x964;139;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE1U3;;0x964;140;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE2U1;;0x964;141;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE2U2;;0x964;142;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE2U3;;0x964;143;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE3U1;;0x964;144;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE3U2;;0x964;145;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE3U3;;0x964;146;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE4U1;;0x964;147;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE4U2;;0x964;148;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE4U3;;0x964;149;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE5U1;;0x964;150;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE5U2;;0x964;151;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE5U3;;0x964;152;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE6U1;;0x964;153;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE6U2;;0x964;154;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE6U3;;0x964;155;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE7U1;;0x964;156;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE7U2;;0x964;157;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE7U3;;0x964;158;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE8U1;;0x964;159;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE8U2;;0x964;160;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IRstPCE8U3;;0x964;161;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande de reset des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE1U1;;0x964;162;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE1U2;;0x964;163;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE1U3;;0x964;164;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE2U1;;0x964;165;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE2U2;;0x964;166;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE2U3;;0x964;167;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE3U1;;0x964;168;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE3U2;;0x964;169;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE3U3;;0x964;170;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE4U1;;0x964;171;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE4U2;;0x964;172;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE4U3;;0x964;173;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE5U1;;0x964;174;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE5U2;;0x964;175;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE5U3;;0x964;176;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE6U1;;0x964;177;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE6U2;;0x964;178;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE6U3;;0x964;179;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE7U1;;0x964;180;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE7U2;;0x964;181;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE7U3;;0x964;182;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE8U1;;0x964;183;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE8U2;;0x964;184;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot1OffPCE8U3;;0x964;185;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE1U1;;0x964;186;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE1U2;;0x964;187;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE1U3;;0x964;188;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE2U1;;0x964;189;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE2U2;;0x964;190;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE2U3;;0x964;191;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE3U1;;0x964;192;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE3U2;;0x964;193;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE3U3;;0x964;194;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE4U1;;0x964;195;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE4U2;;0x964;196;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE4U3;;0x964;197;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE5U1;;0x964;198;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE5U2;;0x964;199;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE5U3;;0x964;200;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE6U1;;0x964;201;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE6U2;;0x964;202;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE6U3;;0x964;203;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE7U1;;0x964;204;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE7U2;;0x964;205;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE7U3;;0x964;206;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE8U1;;0x964;207;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE8U2;;0x964;208;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IManMot2OffPCE8U3;;0x964;209;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande d'isolation des PCE;;;;;;;;;
DDU;DD22_IClmDecrease;;0x964;210;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Réglage température de consigne des groupes de climatisation;;;;;;;;;
DDU;DD22_IClmIncrease;;0x964;211;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Réglage température de consigne des groupes de climatisation;;;;;;;;;
DDU;DD22_IClmPasOff;;0x964;212;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Commande marche / arrêt climatisation salle unité leader;;;;;;;;;
DDU;DD22_IOverTorq;;0x964;213;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Activation mode sur-régime;;;;;;;;;
DDU;DD22_IWashModeOff;;0x964;214;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Désactivation mode lavage;;;;;;;;;
DDU;DD22_IWashModeOn;;0x964;215;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Activation mode lavage;;;;;;;;;
DDU;DD22_IDDUAlarm1;;0x964;216;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un bip sonore à chaque nouvel IOS ou alarme;;;;;;;;;
DDU;DD22_IDDUAlarm2;;0x964;217;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un bip sonore à chaque nouvel IOS ou alarme (redondance);;;;;;;;;
DDU;DD22_IIOSValidantRIOM1;;0x964;218;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM1 est défaillant;;;;;;;;;
DDU;DD22_IIOSValidantRIOM2;;0x964;219;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM2 est défaillant;;;;;;;;;
DDU;DD22_IIOSValidantRIOM3;;0x964;220;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM3 est défaillant;;;;;;;;;
DDU;DD22_IIOSValidantRIOM4;;0x964;221;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM4 est défaillant;;;;;;;;;
DDU;DD22_IIOSValidantRIOM5;;0x964;222;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM5 est défaillant;;;;;;;;;
DDU;DD22_IIOSValidantRIOM6;;0x964;223;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM6 est défaillant;;;;;;;;;
DDU;DD22_IIOSValidantRIOM7;;0x964;224;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Déclenchement d'un IOS si au moins un validant du RIOM7 est défaillant;;;;;;;;;
DDU;DD22_INettotramLeftRequest;;0x964;225;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Lancement nettotram côté gauche;;;;;;;;;
DDU;DD22_INettotramRightRequest;;0x964;226;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Lancement nettotram côté droit;;;;;;;;;
DDU;DD22_INettotramLeftEnd;;0x964;227;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Arrêt nettotram côté gauche;;;;;;;;;
DDU;DD22_INettotramRightEnd;;0x964;228;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Arrêt nettotram côté droit;;;;;;;;;
DDU;DD22_ISAEPreRecordMsgInhibRequest;;0x964;229;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Demande d'inhibition des messages en provenance du SAE;;;;;;;;;
DDU;DD22_ISAEPreRecordMsgInhibEnd;;0x964;230;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Demande d'arrêt d'inhibition des messages en provenance du SAE;;;;;;;;;
DDU;DD22_ISpare_904_231;;0x964;231;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_232;;0x964;232;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_233;;0x964;233;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_234;;0x964;234;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_235;;0x964;235;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_236;;0x964;236;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_237;;0x964;237;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_238;;0x964;238;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_239;;0x964;239;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_240;;0x964;240;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_241;;0x964;241;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_242;;0x964;242;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_243;;0x964;243;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_244;;0x964;244;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_245;;0x964;245;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_246;;0x964;246;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_247;;0x964;247;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_248;;0x964;248;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_249;;0x964;249;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_250;;0x964;250;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_251;;0x964;251;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_252;;0x964;252;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_253;;0x964;253;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_254;;0x964;254;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_ISpare_904_255;;0x964;255;1;BOOL;BOOLEAN1;orgdd22;orgmpu;Spare;Spare;N;;N;NA;;;;
DDU;DD22_IDCUCTimDelContSndOpn;;0x965;0;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temps de fermeture porte sur re verrouillage;Paramètre;N;;;;;;;
DDU;DD22_IDCUCTimDelGenOpnCan;;0x965;8;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temps de fermeture porte sur arrêt d'ouverture générale;Paramètre;N;;;;;;;
DDU;DD22_IDCUCTimDelAutCls;;0x965;16;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temps d'autorisation de fermeture porte sur non détection de passage;Paramètre;N;;;;;;;
DDU;DD22_IDCUCMaxTimDelTillUnlck;;0x965;24;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temporisation MAXI d'autorisation d'ouverture suite à action sur poignée de secours;Paramètre;N;;;;;;;
DDU;DD22_IDCUCMinTimDelTillUnlck;;0x965;32;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temporisation MINI d'autorisation d'ouverture suite à action sur poignée de secours;Paramètre;N;;;;;;;
DDU;DD22_IDCUCTimDelDoorReopen;;0x965;40;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temps de réouverture porte sur détection d'obstacle en phase de fermeture;Paramètre;N;;;;;;;
DDU;DD22_IDCUCNbObClsDet;;0x965;48;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Nombre de détection d'obstacle admise en phase de fermeture avant maintien en position ouverte de la porte;Paramètre;N;;;;;;;
DDU;DD22_IDCUCTimDelStpOpnDet;;0x965;56;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Temps d'immobilisation de la porte sur détection d'obstacle en phase d'ouverture;Paramètre;N;;;;;;;
DDU;DD22_IDCUCNbObOpnDet;;0x965;64;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Nombre de détection d'obstacle admise en phase d'ouverture avant maintien en position ouverte de la porte;Paramètre;N;;;;;;;
DDU;DD22_IDCUCTimDelClsCrew;;0x965;72;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Paramètre T14 : Délais avant la fermeture automatique après l'accès équipage (unité 1/10s);Paramètre;N;;;;;;;
DDU;DD22_IDCUCSTimDelClsStep;;0x965;80;8;BYTE;UNSIGNED8;orgdd22;orgmpu;Paramètre T15 : Temps d'arrêt après une détection d'obstacle pendant la rentrée du comble lacune (unité 1/10s);Paramètre;N;;;;;;;
